"Player.Name","Salary","Position","Age","Team","GP","GS","AST","STL","BLK","PTS","FG","FGA","Total.Minutes"
"Chris Duarte",3936960,"SF",25,"IND",46,12,1.4,0.5,0.2,7.9,2.7,7.2,897
"Alex Len",3918600,"C",29,"SAC",26,2,0.5,0.2,0.4,1.7,0.6,1.2,161
"Ochai Agbaji",3918360,"SG",22,"UTA",59,22,1.1,0.3,0.3,7.9,2.8,6.5,1209
"Jordan Poole",3901399,"PG",23,"GSW",82,43,4.5,0.8,0.3,20.4,6.7,15.6,2458
"Keldon Johnson",3873024,"SF",23,"SAS",63,63,2.9,0.7,0.2,22,8,17.7,2063
"James Johnson",3841067,"PF",35,"IND",18,1,0.8,0.4,0.3,2.8,1.2,2.7,162
"Aaron Nesmith",3804360,"SF",23,"IND",73,60,1.3,0.8,0.5,10.1,3.5,8.1,1816
"Moses Moody",3740160,"SG",20,"GSW",63,3,0.8,0.3,0.1,4.8,1.7,3.6,817
"Mark Williams",3722040,"C",21,"CHO",43,17,0.4,0.7,1,9,3.7,5.8,828
"Cole Anthony",3613680,"PG",22,"ORL",60,4,3.9,0.6,0.5,13,4.6,10.2,1552
"Corey Kispert",3552840,"SF",23,"WAS",74,45,1.2,0.4,0.1,11.1,3.9,7.9,2093
"AJ Griffin",3536160,"SF",19,"ATL",72,12,1,0.6,0.2,8.9,3.4,7.4,1401
"Mike Muscala",3500000,"C",31,"BOS/OKC",63,9,0.8,0.2,0.4,6.1,2.1,4.6,945
"Georges Niang",3465000,"PF",29,"PHI",78,1,1,0.4,0.2,8.2,2.8,6.4,1512
"Isaiah Stewart",3433320,"C",21,"DET",50,47,1.4,0.4,0.7,11.3,3.9,8.8,1414
"Chuma Okeke",3433320,"SF",24,"ORL",27,8,1.4,0.7,0.4,4.7,1.6,4.5,518
"Amir Coffey",3395062,"SF",25,"LAC",50,9,1.1,0.1,0.1,3.4,1.1,2.9,625
"Tari Eason",3359160,"PF",21,"HOU",82,5,1.1,1.2,0.6,9.3,3.6,8,1767
"Aleksej Pokusevski",3261480,"PF",21,"OKC",34,25,1.9,0.6,1.3,8.1,3.2,7.3,701
"Simone Fontecchio",3205128,"SF",27,"UTA",52,6,0.8,0.3,0.2,6.3,2.2,6,766
"Andre Drummond",3200000,"C",29,"CHI",67,0,0.5,0.7,0.4,6,2.5,4.1,849
"Dalen Terry",3191400,"SG",20,"CHI",38,0,0.6,0.3,0.1,2.2,0.8,1.9,214
"Sterling Brown",3122602,"SF",27,"LAL",4,0,0.5,0.8,0,0,0,1,24
"Josh Green",3098400,"SG",22,"DAL",60,21,1.7,0.7,0.1,9.1,3.4,6.4,1539
"Jake LaRavia",3047640,"PF",21,"MEM",35,0,0.6,0.3,0.1,3,1.1,2.7,414
"Tre Mann",3046200,"PG",21,"OKC",67,5,1.8,0.6,0.2,7.7,2.9,7.5,1183
"Kevin Knox",3e+06,"SF-PF",23,"DET/POR",63,5,0.5,0.4,0.2,6.6,2.4,5.3,952
"Saddiq Bey",2959080,"SF",23,"DET/ATL",77,37,1.5,0.9,0.2,13.8,4.6,10.9,2129
"Malaki Branham",2925600,"SG",19,"SAS",66,32,1.9,0.5,0.1,10.2,4.1,9.3,1550
"Joe Wieskamp",2909261,"SF",23,"TOR",9,0,0.3,0,0,1,0.3,1.6,50
"Kai Jones",2909040,"C",22,"CHO",46,0,0.3,0.4,0.7,3.4,1.5,2.6,550
"Blake Griffin",2905851,"C",33,"BOS",41,16,1.5,0.3,0.2,4.1,1.5,3.2,569
"Robin Lopez",2905851,"C",34,"CLE",37,2,0.5,0.1,0.2,3,1.3,2,299
"Markieff Morris",2905851,"PF",33,"BRK/DAL",35,2,0.9,0.3,0.1,3.8,1.3,3.3,355
"Andre Iguodala",2905851,"PF",39,"GSW",8,0,2.4,0.5,0.4,2.1,0.9,1.9,113
"Serge Ibaka",2905851,"C",33,"MIL",16,0,0.3,0.1,0.4,4.1,1.6,3.4,185
"Udonis Haslem",2905851,"C",42,"MIA",7,1,0,0.1,0.3,3.9,1.4,4.1,71
"Wesley Matthews",2905851,"SF",36,"MIL",52,0,0.7,0.4,0.3,3.4,1.1,3.1,820
"Austin Rivers",2905851,"SG",30,"MIN",52,10,1.4,0.5,0.1,4.9,1.8,4,1016
"Bismack Biyombo",2905851,"C",30,"PHO",61,14,0.9,0.3,1.4,4.3,2,3.4,874
"Taj Gibson",2905851,"C",37,"WAS",49,2,0.7,0.3,0.2,3.4,1.3,2.6,480
"Precious Achiuwa",2840160,"C",23,"TOR",55,12,0.9,0.6,0.5,9.2,3.6,7.3,1140
"Christian Braun",2808600,"SG",21,"DEN",76,6,0.8,0.5,0.2,4.7,1.9,3.8,1181
"Jordan Nwora",2800000,"SF",24,"MIL/IND",62,14,1.4,0.4,0.2,8.7,3.1,7.2,1188
"Jalen Johnson",2792640,"SF",21,"ATL",70,6,1.2,0.5,0.5,5.6,2.3,4.6,1042
"Tyrese Maxey",2726880,"SG",22,"PHI",60,41,3.5,0.8,0.1,20.3,7.3,15.2,2016
"Bruno Fernando",2717391,"C",24,"HOU/ATL",39,4,0.8,0.2,0.9,3.9,1.5,2.9,405
"Walker Kessler",2696400,"C",21,"UTA",74,40,0.9,0.4,2.3,9.2,4,5.6,1703
"Keon Johnson",2681040,"SG",20,"POR",40,0,1.5,0.5,0.2,4.7,1.7,4.5,416
"Charles Bassey",2674742,"C",22,"SAS",35,2,1.3,0.5,0.9,5.7,2.5,3.9,508
"Matthew Dellavedova",2628597,"PG",32,"SAC",32,0,1.3,0.2,0,1.5,0.5,1.6,213
"Trey Lyles",2625000,"PF",27,"SAC",74,0,0.9,0.4,0.4,7.6,2.5,5.5,1247
"Zeke Nnaji",2617800,"PF",22,"DEN",53,5,0.3,0.3,0.4,5.2,2.1,3.7,728
"David Roddy",2588640,"PF",21,"MEM",70,4,0.8,0.4,0.3,6.7,2.6,6,1258
"Isaiah Jackson",2573760,"C",21,"IND",63,12,0.8,0.5,1.5,7.2,2.8,5,1042
"MarJon Beauchamp",2485200,"SF",22,"MIL",52,11,0.7,0.4,0.1,5.1,1.8,4.7,701
"Usman Garuba",2471160,"C",20,"HOU",75,1,0.9,0.6,0.4,3,1.1,2.4,970
"Raul Neto",2463490,"PG",30,"CLE",48,1,1.6,0.4,0.1,3.3,1.2,2.3,505
"Frank Kaminsky",2463490,"C",29,"HOU/ATL",36,0,0.9,0.2,0.1,2.5,0.9,1.8,235
"Montrezl Harrell",2463490,"C",29,"PHI",57,7,0.6,0.3,0.4,5.6,2.2,3.7,681
"Blake Wesley",2385480,"SG",19,"SAS",37,1,2.7,0.7,0.1,5,1.9,5.8,669
"Josh Christopher",2372160,"SG",21,"HOU",64,2,1.1,0.5,0.2,5.8,2.4,5.1,786
"Isaiah Roby",2330681,"PF",24,"SAS",42,2,0.9,0.4,0.2,4.1,1.6,3.7,474
"Lindy Waters III",2316876,"SG",25,"OKC",41,0,0.7,0.3,0.3,5.2,1.7,4.3,531
"Immanuel Quickley",2316240,"SG",23,"NYK",81,21,3.4,1,0.2,14.9,5.2,11.6,2344
"John Konchar",2300000,"SF",26,"MEM",72,23,1.4,1.1,0.3,5.1,1.9,4.4,1494
"Rodney McGruder",2298385,"SG",31,"DET",32,12,0.9,0.5,0,5.7,1.9,4.8,524
"Bryn Forbes",2298385,"SG",29,"MIN",25,0,0.7,0.3,0.1,3.6,1.2,3.3,268
"Damian Jones",2298385,"C",27,"LAL/UTA",41,1,0.4,0.2,0.5,3.5,1.3,2.1,477
"Quentin Grimes",2277000,"SG",22,"NYK",71,66,2.1,0.7,0.4,11.3,4,8.5,2121
"Saben Lee",2266640,"PG",23,"PHI/PHO",25,1,2.7,0.8,0,6,2,4.8,373
"Andrew Nembhard",2244111,"SG",23,"IND",75,63,4.5,0.9,0.2,9.5,3.8,8.6,2073
"Payton Pritchard",2239200,"PG",25,"BOS",48,3,1.3,0.3,0,5.6,2.1,5.1,643
"Bones Hyland",2201520,"PG",22,"DEN/LAC",56,1,3.1,0.7,0.3,11.8,4.1,10.2,1085
"Bol Bol",2200000,"PF",23,"ORL",70,33,1,0.4,1.2,9.1,3.7,6.8,1505
"Peyton Watson",2193960,"SG",20,"DEN",23,2,0.5,0.1,0.5,3.3,1.3,2.6,186
"Udoka Azubuike",2174880,"C",23,"UTA",36,4,0.3,0.2,0.4,3.5,1.6,2,359
"Jaden McDaniels",2161440,"SF",22,"MIN",79,79,1.9,0.9,1,12.1,4.7,9.1,2416
"Jordan McLaughlin",2160000,"PG",26,"MIN",43,0,3.4,0.7,0.1,3.7,1.4,3.4,678
"Malachi Flynn",2145720,"PG",24,"TOR",53,2,1.3,0.4,0.1,4.6,1.6,4.6,691
"Cam Thomas",2138160,"SG",21,"BRK",57,4,1.4,0.4,0.1,10.6,3.5,8,948
"Luke Kornet",2133278,"C",27,"BOS",69,0,0.8,0.2,0.7,3.8,1.6,2.5,804
"Damion Lee",2133278,"SG",30,"PHO",74,5,1.3,0.4,0.1,8.2,2.7,6.1,1506
"Juan Toscano-Anderson",2133278,"SF",29,"LAL/UTA",52,9,1.3,0.3,0.2,3,1.2,2.8,700
"Desmond Bane",2130240,"SG",24,"MEM",58,58,4.4,1,0.4,21.5,7.8,16.2,1841
"Jaden Springer",2125200,"SG",20,"PHI",16,2,0.5,0.4,0.2,2.6,1.1,2.2,89
"Day'Ron Sharpe",2109480,"C",21,"BRK",48,3,0.8,0.3,0.7,4.7,1.9,3.6,552
"Tony Bradley",2036318,"C",25,"CHI",12,0,0.1,0.1,0.1,1.6,0.5,1,33
"Frank Ntilikina",2036318,"SG",24,"DAL",47,5,1.2,0.3,0.1,2.9,1,2.8,607
"Garrison Mathews",2e+06,"SG",26,"HOU/ATL",54,0,0.5,0.4,0.1,4.8,1.4,3.7,686
"Jaylin Williams",2e+06,"C",20,"OKC",49,36,1.6,0.6,0.2,5.9,2.1,4.8,914
"Jeremiah Robinson-Earl",2e+06,"PF",22,"OKC",43,20,1,0.6,0.3,6.8,2.6,5.8,814
"Kenrich Williams",2e+06,"PF",28,"OKC",53,10,2,0.8,0.3,8,3.4,6.5,1206
"Caleb Houstan",2e+06,"SF",20,"ORL",51,4,0.6,0.2,0.1,3.8,1.3,3.6,812
"Shake Milton",1997718,"SG",26,"PHI",76,11,3.2,0.3,0.2,8.4,3.2,6.6,1567
"Aaron Holiday",1968175,"PG",26,"ATL",63,6,1.4,0.6,0.2,3.9,1.5,3.5,845
"Yuta Watanabe",1968175,"SF",28,"BRK",58,1,0.8,0.4,0.3,5.6,2,4,928
"Edmond Sumner",1968175,"SG",27,"BRK",53,12,1.3,0.6,0.2,7.1,2.3,5.1,736
"Theo Pinson",1968175,"SG",27,"DAL",40,1,1.2,0.2,0,2.4,0.8,2.2,323
"Thomas Bryant",1968175,"C",25,"DEN/LAL",59,26,0.5,0.3,0.5,9.8,3.9,6.3,1081
"Josh Okogie",1968175,"SG",24,"PHO",72,26,1.5,0.8,0.5,7.3,2.3,5.8,1350
"Drew Eubanks",1968175,"C",25,"POR",78,28,1.3,0.5,1.3,6.6,2.7,4.3,1584
"Dean Wade",1930681,"PF",26,"CLE",44,13,0.8,0.6,0.5,4.7,1.7,4,891
"Terance Mann",1930681,"SG",26,"LAC",81,36,2.3,0.5,0.3,8.8,3.4,6.5,1872
"Jaylen Nowell",1930681,"SG",23,"MIN",65,2,2,0.6,0.1,10.8,4.3,9.6,1252
"Naz Reid",1930681,"C",23,"MIN",68,11,1.1,0.6,0.8,11.5,4.6,8.5,1251
"Jalen McDaniels",1930681,"SF",25,"PHI/CHO",80,24,1.6,1,0.4,9.4,3.5,7.7,1913
"Daniel Gafford",1930681,"C",24,"WAS",78,47,1.1,0.4,1.3,9,3.7,5.1,1604
"Chimezie Metu",1910860,"PF",25,"SAC",66,0,0.6,0.3,0.3,4.9,2,3.3,689
"Davon Reed",1902133,"SG",27,"DEN/LAL",43,1,0.5,0.3,0.1,2.1,0.7,2,342
"KZ Okpala",1902133,"PF",23,"SAC",35,3,0.4,0.2,0.2,1.3,0.5,1.1,248
"Wenyen Gabriel",1878720,"C",25,"LAL",68,2,0.5,0.4,0.5,5.5,2.3,3.8,1024
"Thanasis Antetokounmpo",1878720,"PF",30,"MIL",37,0,0.4,0.1,0.1,1.4,0.5,1.2,206
"Moritz Wagner",1878720,"C",25,"ORL",57,18,1.5,0.6,0.2,10.5,3.5,6.9,1109
"Keita Bates-Diop",1878720,"PF",27,"SAS",67,42,1.5,0.7,0.3,9.7,3.5,6.9,1452
"Oshae Brissett",1846738,"PF",24,"IND",65,2,0.7,0.5,0.2,6.1,1.9,4.9,1083
"Nathan Knight",1836090,"C",25,"MIN",38,0,0.3,0.3,0.2,3.7,1.2,2.1,291
"Justin Jackson",1836090,"SF",27,"BOS",23,0,0.4,0.2,0.2,0.9,0.3,1.2,107
"Isaiah Joe",1836090,"SG",23,"OKC",73,10,1.2,0.7,0.1,9.5,3.1,7,1395
"Ryan Arcidiacono",1836090,"PG",28,"NYK/POR",20,4,1.2,0.3,0,1.3,0.5,1.9,172
"Anthony Gill",1836090,"PF",30,"WAS",59,8,0.6,0.1,0.2,3.3,1.2,2.2,624
"Javonte Green",1815677,"SF",29,"CHI",32,1,0.7,0.8,0.7,5.2,1.9,3.4,480
"Gabe Vincent",1815677,"PG",26,"MIA",68,34,2.5,0.9,0.1,9.4,3.4,8.3,1759
"Max Strus",1815677,"SF",26,"MIA",80,33,2.1,0.5,0.2,11.5,4.1,9.9,2272
"Nick Richards",1782621,"C",25,"CHO",65,9,0.6,0.2,1.1,8.2,3,4.8,1217
"Lamar Stevens",1782621,"SF",25,"CLE",62,25,0.5,0.4,0.3,5.3,2.1,4.6,1120
"Naji Marshall",1782621,"SF",25,"NOP",77,21,2.5,0.7,0.2,9.1,3.2,7.4,1792
"Paul Reed",1782621,"C",23,"PHI",69,2,0.4,0.7,0.7,4.2,1.8,3,755
"Tre Jones",1782621,"PG",23,"SAS",68,65,6.6,1.3,0.1,12.9,5,10.9,1984
"Haywood Highsmith",1752638,"PF",26,"MIA",54,11,0.8,0.7,0.3,4.4,1.7,4,969
"Omer Yurtseven",1752638,"C",24,"MIA",9,0,0.2,0.2,0.2,4.4,1.8,3,83
"Leandro Bolmaro",1709300,"SF",22,"UTA",14,0,0.5,0.2,0.1,0.4,0.2,1.4,68
"Terry Taylor",1703902,"PF",23,"CHI/IND",31,2,0.3,0.1,0.2,2.9,1.3,2.4,264
"Jared Butler",1674655,"PG",22,"OKC",6,1,1.3,0.8,0,6.2,2.5,5.3,77
"Jericho Sims",1639842,"C",24,"NYK",52,16,0.5,0.3,0.5,3.4,1.6,2.1,812
"Sam Hauser",1637966,"SF",25,"BOS",80,8,0.9,0.4,0.3,6.4,2.3,5,1290
"Kessler Edwards",1637966,"SF",22,"BRK/SAC",36,4,0.6,0.4,0.2,2.8,1,2.6,385
"Isaiah Todd",1575000,"PF",21,"WAS",6,1,0.7,0.2,0,1.5,0.5,3.2,61
"Vit Krejci",1563518,"PG",22,"ATL",29,0,0.6,0.2,0,1.2,0.5,1.3,165
"JT Thor",1563518,"PF",20,"CHO",69,8,0.5,0.3,0.3,3.8,1.4,3.4,969
"Marko Simonovic",1563518,"C",23,"CHI",7,0,0,0,0,0.9,0.3,1,20
"Ayo Dosunmu",1563518,"SG",23,"CHI",80,51,2.6,0.8,0.3,8.6,3.5,7.1,2098
"Isaiah Livers",1563518,"PF",24,"DET",52,22,0.8,0.5,0.5,6.7,2.3,5.5,1199
"Daishen Nix",1563518,"PG",20,"HOU",57,7,2.3,0.5,0.1,4,1.4,4.2,914
"Jason Preston",1563518,"PG",23,"LAC",14,0,1.9,0.1,0,2.9,1.3,2.9,124
"Austin Reaves",1563518,"SG",24,"LAL",64,22,3.4,0.5,0.3,13,4,7.7,1843
"Jose Alvarado",1563518,"PG",24,"NOP",61,10,3,1.1,0.2,9,3.3,8,1310
"Miles McBride",1563518,"PG",22,"NYK",64,2,1.1,0.6,0.1,3.5,1.2,3.4,760
"Aaron Wiggins",1563518,"SG",24,"OKC",70,14,1.1,0.6,0.2,6.8,2.7,5.2,1297
"Jock Landale",1563518,"C",27,"PHO",69,4,1,0.2,0.4,6.6,2.6,4.9,979
"Trendon Watford",1563518,"PF",22,"POR",62,12,2.1,0.5,0.2,7.4,2.9,5.2,1182
"Dalano Banton",1563518,"PG",23,"TOR",31,2,1.2,0.4,0.4,4.6,1.8,4.2,279
"Christian Koloko",1500000,"C",22,"TOR",58,19,0.5,0.4,1,3.1,1.2,2.6,802
"Bryce McGowens",1461055,"SG",20,"CHO",46,7,1.2,0.3,0.1,5.3,1.7,4.4,787
"Jordan Goodwin",1280206,"PG",24,"WAS",62,7,2.7,0.9,0.4,6.6,2.5,5.7,1106
"Kennedy Chandler",1200000,"PG",20,"MEM",36,0,1.6,0.3,0.1,2.2,1,2.3,281
"Noah Vonleh",1160955,"C",27,"BOS",23,1,0.3,0.1,0.3,1.1,0.5,1,171
"Sandro Mamukelashvili",1116112,"C",23,"SAS/MIL",43,7,1.4,0.3,0.3,6.1,2.3,5.3,660
"Sam Merrill",1105522,"SG",26,"CLE",5,0,1,0.8,0,5,1.8,4.4,59
"Tyrese Martin",1017781,"SG",23,"ATL",16,0,0.1,0.1,0,1.3,0.6,1.4,66
"Jaden Hardy",1017781,"SG",20,"DAL",48,5,1.4,0.4,0.1,8.8,3,6.9,708
"Ryan Rollins",1017781,"PG",20,"GSW",12,0,0.5,0.1,0.1,1.9,0.6,1.7,62
"Max Christie",1017781,"SG",19,"LAL",41,3,0.5,0.2,0.2,3.1,1.1,2.6,512
"Josh Minott",1017781,"SF",20,"MIN",15,0,0.3,0.3,0.4,3.1,1.2,2.4,96
"Jabari Walker",1017781,"SF",20,"POR",56,0,0.6,0.2,0.2,3.9,1.5,3.5,619
"Eugene Omoruyi",1013119,"SF",25,"DET/OKC",40,6,0.7,0.7,0.1,7,2.5,5.7,645
"Kris Dunn",1000001,"PG",28,"UTA",22,3,5.6,1.1,0.5,13.2,5.3,9.8,568
"Admiral Schofield",877940,"PF",25,"ORL",37,0,0.8,0.2,0.1,4.2,1.5,3.3,451
"Justin Champagnie",853241,"SF",21,"BOS/TOR",5,0,0.8,0.2,0,2.2,1,3,34
"Trevelin Queen",838891,"SG",25,"IND",7,0,0.9,0.3,0.7,3,1,4.1,70
"Moses Brown",824041,"C",23,"BRK/LAC",36,1,0.1,0.1,0.4,4.3,1.7,2.7,294
"Matt Ryan",806097,"SF",25,"LAL/MIN",34,0,0.5,0.1,0,3.6,1.2,3.2,310
"PJ Dozier",784654,"SF",26,"SAC",16,0,0.6,0.4,0.1,1.4,0.6,2.1,79
"Cody Zeller",743922,"C",30,"MIA",15,2,0.7,0.2,0.3,6.5,2.5,3.9,217
"Meyers Leonard",713558,"C",30,"MIL",9,2,0.1,0.2,0,4.8,1.6,3.2,114
"Anthony Lamb",694878,"SF",25,"GSW",62,4,1.5,0.5,0.3,6.7,2.4,5.1,1195
"Michael Carter-Williams",652829,"PG",31,"ORL",4,0,1.8,0.3,0.3,4.3,1.5,3.5,44
"Carlik Jones",612162,"PG",25,"CHI",7,0,0.9,0.3,0,2.9,0.9,2.1,56
"Trevor Keels",520589,"SG",19,"NYK",3,0,0,0,0,1,0.3,1.3,8
"Dereon Seabron",511816,"SG",22,"NOP",5,0,0,0,0,0.8,0.4,1,12
"Trent Forrest",508891,"SG",24,"ATL",23,3,1.7,0.3,0.1,2.3,1.1,2.6,277
"Mfiondu Kabengele",508891,"PF",25,"BOS",4,0,0,0.5,0,1.5,0.5,1.8,36
"JD Davison",508891,"SG",20,"BOS",12,0,0.9,0.2,0.2,1.6,0.7,1.6,66
"Malcolm Hill",508891,"SF",27,"CHI",5,0,0,0,0,1,0.4,0.8,9
"Mamadi Diakite",508891,"C",26,"CLE",22,2,0.4,0.2,0.4,2.6,1.1,2.3,176
"Isaiah Mobley",508891,"PF",23,"CLE",12,0,0.3,0.3,0.3,2.6,1,2.3,84
"Jack White",508891,"SF",25,"DEN",17,0,0.2,0.2,0.1,1.2,0.5,1.1,66
"Buddy Boeheim",508891,"SF",23,"DET",10,0,0.4,0.2,0,1.6,0.5,2.7,90
"Darius Days",508891,"SF",23,"HOU",4,0,0.3,0,0.3,3.8,1.3,3,25
"Trevor Hudgins",508891,"PG",23,"HOU",5,0,0.6,0,0,1.8,0.4,1.8,28
"Kendall Brown",508891,"SG",19,"IND",6,0,0.5,0.7,0,1.5,0.7,1.2,40
"Cole Swider",508891,"SF",23,"LAL",7,0,0.6,0,0,1.3,0.4,1.3,41
"Jamal Cain",508891,"PF",23,"MIA",18,0,0.7,0.6,0.1,5.4,2.1,3.7,240
"Luka Garza",508891,"C",24,"MIN",28,0,0.6,0.1,0.1,6.5,2.3,4.1,243
"Kevon Harris",508891,"SG",25,"ORL",34,0,0.5,0.5,0.1,4.1,1.4,3.1,457
"Keon Ellis",508891,"SG",23,"SAC",16,0,0.4,0.3,0.1,1.5,0.4,1,71
"Neemias Queta",508891,"C",23,"SAC",5,0,0.2,0,0.4,2.4,1.2,1.8,29
"Dominick Barlow",508891,"PF",19,"SAS",28,0,0.9,0.4,0.7,3.9,1.6,3.1,408
"Julian Champagnie",508891,"SF",21,"SAS/PHI",17,3,0.6,0.4,0.3,9.7,3.5,7.6,320
"Jeff Dowtin",508891,"PG",25,"TOR",25,0,1.2,0.4,0.1,2.4,1,2.3,259
"Micah Potter",508891,"PF",24,"UTA",7,0,0.6,0.1,0,3.4,1.4,2.1,52
"Johnny Juzang",508891,"SG",21,"UTA",18,0,0.4,0.2,0.2,4.8,1.9,5.8,232
"John Butler",503041,"C",20,"POR",19,1,0.6,0.4,0.5,2.4,0.9,2.8,221
"Chima Moneke",5e+05,"SF",27,"SAC",2,0,0.5,0,0,1,0.5,1,8
"Facundo Campazzo",464299,"PG",31,"DAL",8,0,1.1,0.8,0,1.3,0.4,1.6,52
"Orlando Robinson",386055,"C",22,"MIA",31,1,0.8,0.4,0.4,3.7,1.5,2.9,425
"Dru Smith",374357,"SG",25,"BRK/MIA",15,1,1.5,0.7,0.3,2.9,1.2,3,158
"Jared Rhoden",307089,"SG",23,"DET",14,0,0.3,0.3,0.1,3.2,1.2,3.1,198
"Louis King",307089,"PF",23,"PHI",1,0,2,1,0,20,8,13,29
"Jarrett Culver",260295,"SF",23,"ATL",10,1,0.6,0.6,0.2,4.4,1.7,4.3,137
"Olivier Sarr",257371,"C",23,"OKC",9,1,0.4,0.1,0.6,4,1.7,3.3,114
"Alondes Williams",254446,"SG",23,"BRK",1,0,0,0,0,0,0,0,5
"Donovan Williams",239822,"SG",21,"ATL",2,0,0,0,0,2,1,2.5,4
"Quenton Jackson",219630,"PG",24,"WAS",9,0,1.7,0.4,0.1,6.2,2.1,4.7,135
"Chris Silva",211045,"PF",26,"DAL",1,0,0,0,0,2,1,1,3
"Tyler Dorsey",201802,"SF",26,"DAL",3,0,0,0,0,3,1.3,1.7,8
"Braxton Key",201802,"SF",25,"DET",3,0,0,0,0,1.3,0.3,0.3,9
"Jordan Hall",193027,"SF",21,"SAS",9,0,1.2,0.1,0,3.1,1,3.1,83
"Alize Johnson",192293,"PF",26,"SAS",4,0,0.3,0.3,0,1.8,0.8,1.5,30
"Devon Dotson",169630,"PG",23,"WAS",6,0,1.3,0.8,0,0.5,0.2,1.7,53
"Mac McClung",160856,"SG",24,"PHI",2,0,4.5,0,0,12.5,4.5,10,41
"Xavier Cooks",140384,"PF",27,"WAS",10,1,0.6,0.6,0.4,3.8,1.7,2.8,126
"Shaquille Harrison",134862,"SG",29,"POR",5,0,6,2.2,0.4,8.8,3,7.2,120
"Lester Quinones",129405,"SG",22,"GSW",4,0,0.5,0.3,0,2.5,0.5,1.3,18
"Xavier Moon",116986,"SG",28,"LAC",4,0,1.3,0,0,1.8,0.8,2.3,20
"Jamaree Bouyea",116986,"PG",23,"MIA/WAS",5,0,0.8,0.8,0.4,3,1.2,2.8,71
"Jay Huff",116986,"C",24,"WAS",7,0,1.4,0.4,0.6,7.3,2.1,3.6,95
"Skylar Mays",116574,"PG",25,"POR",6,6,8.3,1,0.2,15.3,5.7,11.3,189
"Frank Jackson",113114,"PG",24,"UTA",1,0,1,0,0,0,0,3,5
"Deonte Burton",105522,"PF",29,"SAC",2,0,0,0,0,0,0,1,6
"Jarrell Brantley",105522,"PF",26,"UTA",4,0,0.8,0,0.5,5.5,2,3.5,39
"Xavier Sneed",102910,"SF",25,"CHO",4,0,1.3,0,0.3,4.3,1.3,2.5,48
"Lindell Wigginton",99438,"PG",24,"MIL",7,1,2,0,0.3,7.1,2.6,5.3,87
"Jordan Schakel",96514,"SF",24,"WAS",2,0,0.5,0.5,0,1.5,0.5,1,6
"Stanley Umude",58493,"SG",23,"DET",1,0,0,1,1,2,0,1,2
"Jeenathan Williams",52644,"SG",23,"POR",5,4,2,0.6,0.4,10.6,4.8,7.8,127
"Jay Scrubb",49719,"SG",22,"ORL",2,0,0.5,1,0,6.5,2.5,3.5,30
"Justin Minaya",35096,"SF",23,"POR",4,0,1,0.5,1.3,4.3,1.8,5.8,89
"Kobi Simmons",32795,"SG",25,"CHO",5,0,1,0,0.4,1,0.2,1.2,28
"Gabe York",32171,"SG",29,"IND",3,0,1.7,0.7,0,8,2.7,7,56
"RaiQuan Gray",5849,"PF",23,"BRK",1,0,7,0,1,16,6,12,35
"Jacob Gilyard",5849,"PG",24,"MEM",1,0,7,3,0,3,1,3,41
